time,x,y,z,velocity,speed_limit
113.776,-25.2989,-0.9333,0.1542,27.1638309437728,20.2033455596681
113.7849,-25.4413,-0.9331,0.1543,26.3474962025947,20.2033455596681
113.8024,-25.5109,-0.9329,0.1543,26.3474962025947,20.2033455596681
113.8205,-25.6564,-0.9327,0.1543,23.8765764350807,20.2033455596681
113.8411,-25.738,-0.9325,0.1543,18.5763613772845,20.2033455596681
113.8524,-25.9123,-0.9322,0.1543,18.7775683489894,20.2033455596681
113.8631,-25.9983,-0.932,0.1543,18.7775683489894,20.2033455596681
113.8819,-26.1498,-0.9317,0.1543,21.7662042808452,20.2033455596681
113.8907,-26.2206,-0.9316,0.1543,25.0378177110822,20.2033455596681
113.9188,-26.4473,-0.9311,0.1542,25.2329268147985,20.2033455596681
113.9298,-26.5362,-0.9309,0.1542,25.2329268147985,20.2033455596681
113.95,-26.6999,-0.9306,0.1542,19.0306761272699,20.2033455596681
113.9689,-26.8529,-0.9303,0.1542,18.0436150482137,20.2033455596681
113.9788,-26.933,-0.9302,0.1542,18.0147560892813,20.2033455596681
114.0007,-27.1101,-0.9298,0.1542,19.9379230834855,20.2033455596681
114.0113,-27.1961,-0.9297,0.1542,19.9379230834855,20.2033455596681
114.0214,-27.3557,-0.9294,0.1542,24.0251460583494,20.2033455596681
114.0482,-27.496,-0.9291,0.1542,24.0317428687507,20.2033455596681
114.0616,-27.7202,-0.9287,0.1542,24.2175967817314,20.2033455596681
114.0985,-27.9039,-0.9283,0.1542,24.2175967817314,20.2033455596681
114.1087,-27.9867,-0.9281,0.1542,33.285940034449,20.2033455596681
114.1276,-28.1404,-0.9278,0.1542,33.285940034449,20.2033455596681
114.1368,-28.2799,-0.9276,0.1542,32.5098775741339,20.2033455596681
114.1537,-28.352,-0.9274,0.1542,32.5098775741339,20.2033455596681
114.1706,-28.4888,-0.9272,0.1542,23.1316126058243,20.2033455596681
114.1883,-28.5598,-0.927,0.1542,23.1316126058243,20.2033455596681
114.2055,-28.7704,-0.9266,0.1542,22.9308482113041,20.2033455596681
114.2239,-28.8389,-0.9265,0.1543,22.9308482113041,20.2033455596681
114.2331,-28.9917,-0.9262,0.1543,21.8075371077288,20.2033455596681
114.251,-29.1358,-0.9259,0.1543,21.3414582705127,20.2033455596681
114.265,-29.2477,-0.9257,0.1543,21.2777528932885,20.2033455596681
114.2788,-29.3581,-0.9255,0.1543,21.2777528932885,20.2033455596681
114.2997,-29.5259,-0.9251,0.1543,21.0966935783164,20.2033455596681
114.32,-29.6899,-0.9248,0.1543,21.0686358988192,20.2033455596681
114.3298,-29.7686,-0.9247,0.1543,25.680502915777,20.2033455596681
114.3491,-29.9237,-0.9244,0.1542,25.680502915777,20.2033455596681
114.3588,-30.0024,-0.9242,0.1542,27.6921749153702,20.2033455596681
114.3813,-30.1841,-0.9239,0.1542,27.6921749153702,20.2033455596681
114.394,-30.2863,-0.9237,0.1542,23.7131753768218,20.2033455596681
114.4052,-30.3775,-0.9235,0.1542,19.7997219233874,20.2033455596681
114.4262,-30.5477,-0.9232,0.1542,20.1927849633324,20.2033455596681
114.4466,-30.7857,-0.9227,0.1542,23.422907395386,20.2033455596681
114.4722,-30.921,-0.9224,0.1542,23.4265289565991,20.2033455596681
114.4895,-31.1276,-0.922,0.1542,20.7265237921145,20.2033455596681
114.515,-31.2678,-0.9218,0.1542,20.0461773317768,20.2033455596681
114.5422,-31.4874,-0.9213,0.1542,20.022812844614,20.2033455596681
114.5595,-31.6267,-0.9211,0.1542,19.9530759513275,20.2033455596681
114.5684,-31.6988,-0.9209,0.1542,19.9530759513275,20.2033455596681
114.5862,-31.842,-0.9207,0.1542,20.011029357852,20.2033455596681
114.6033,-31.9793,-0.9204,0.1543,21.6442254862263,20.2033455596681
114.6205,-32.1175,-0.9201,0.1543,22.5652090792419,20.2033455596681
114.6377,-32.2552,-0.9198,0.1543,22.5652090792419,20.2033455596681
114.6484,-32.3415,-0.9197,0.1543,22.8566461347084,20.2033455596681
114.6732,-32.4383,-0.9195,0.1543,22.8566461347084,20.2033455596681
114.6843,-32.6311,-0.9191,0.1542,25.4481601499808,20.2033455596681
114.7027,-32.7096,-0.919,0.1542,25.408098936122,20.2033455596681
114.7114,-32.9166,-0.9186,0.1542,20.4716941081522,20.2033455596681
114.7286,-32.9887,-0.9184,0.1542,20.4716941081522,20.2033455596681
114.7453,-33.1237,-0.9182,0.1542,20.4205358987465,20.2033455596681
114.7622,-33.2606,-0.9179,0.1542,20.9022211051878,20.2033455596681
114.7793,-33.3982,-0.9176,0.1542,20.9022211051878,20.2033455596681
114.7962,-33.5347,-0.9174,0.1542,21.1352315655259,20.2033455596681
114.8043,-33.6005,-0.9172,0.1542,19.975383448313,20.2033455596681
114.8298,-33.8061,-0.9168,0.1542,18.6851161614598,20.2033455596681
114.847,-33.9444,-0.9166,0.1542,19.0799336712968,20.2033455596681
114.8646,-34.0189,-0.9164,0.1542,19.0799336712968,20.2033455596681
114.8735,-34.1579,-0.9162,0.1542,24.4771223659553,20.2033455596681
114.8907,-34.2965,-0.9159,0.1542,24.6927818453752,20.2033455596681
114.9108,-34.4587,-0.9156,0.1542,19.104152820251,20.2033455596681
114.9235,-34.5613,-0.9154,0.1542,19.104152820251,20.2033455596681
114.9415,-34.7071,-0.9151,0.1542,18.6564049732244,20.2033455596681
114.9509,-34.7825,-0.9149,0.1542,21.6485775216852,20.2033455596681
114.9749,-34.9772,-0.9146,0.1542,23.375059692557,20.2033455596681
114.9869,-35.0744,-0.9144,0.1542,23.375059692557,20.2033455596681
114.9992,-35.1744,-0.9142,0.1542,20.949904808862,20.2033455596681
115.0232,-35.3694,-0.9138,0.1542,19.2253503682881,20.2033455596681
115.0345,-35.4612,-0.9136,0.1542,19.2253503682881,20.2033455596681
115.0454,-35.5496,-0.9135,0.1542,19.8833797342068,20.2033455596681
115.0657,-35.7152,-0.9131,0.1542,20.9691207310182,20.2033455596681
115.0774,-35.8106,-0.9129,0.1542,20.9691207310182,20.2033455596681
115.0893,-35.9812,-0.9126,0.1542,19.7205743715757,20.2033455596681
115.1157,-36.2195,-0.9122,0.1542,19.9859247154172,20.2033455596681
115.1357,-36.3563,-0.9119,0.1542,19.5525774231601,20.2033455596681
115.1653,-36.5245,-0.9116,0.1542,19.5849543190168,20.2033455596681
